Drug,Enzyme,Action,Database,DrugID
rosiglitazone,CYP2C9,substrate,Indiana University,
rosiglitazone,CYP2C9,substrate,ildcare,
rosiglitazone,CYP2C19,inhibitor,DrugBank,DB00412
rosiglitazone,CYP2D6,inhibitor,DrugBank,DB00412
rosiglitazone,SLCO1B1,inhibitor,transporter,
rosiglitazone,SLC01B1,inhibitor,transporter,
rosiglitazone,CYP1A2,inhibitor,SuperCYP,122320734
rosiglitazone,CYP2A6,inhibitor,SuperCYP,122320734
rosiglitazone,CYP2C9,substrate,SuperCYP,122320734
rosiglitazone,CYP2C9,inhibitor,SuperCYP,122320734
rosiglitazone,CYP2C19,inhibitor,SuperCYP,122320734
rosiglitazone,CYP2D6,inhibitor,SuperCYP,122320734
rosiglitazone,CYP2C9,substrate,KEGG,D08491
rosiglitazone,CYP2C8,inhibitor,SuperCYP,122320734
rosiglitazone,CYP2C8,substrate,SuperCYP,122320734
rosuvastatin,CYP2C9,"substrate,inhibitor",DrugBank,DB01098
rosuvastatin,CYP2C19,substrate,DrugBank,DB01098
rosuvastatin,CYP3A5,inhibitor,DrugBank,DB01098
rosuvastatin,CYP3A4,"substrate,inhibitor",DrugBank,DB01098
rosuvastatin,SLCO1B1,substrate,transporter,
rosuvastatin,ABCG2,substrate,transporter,
rosuvastatin,SLC01B1,substrate,transporter,
rosuvastatin,CYP1B1,substrate,SuperCYP,287714414
rosuvastatin,CYP2C9,substrate,SuperCYP,287714414
rosuvastatin,CYP2C9,inhibitor,SuperCYP,287714414
rosuvastatin,CYP3A4,substrate,SuperCYP,287714414
rosuvastatin,CYP3A4,inhibitor,SuperCYP,287714414
rosuvastatin,CYP3A5,inhibitor,SuperCYP,287714414
rosuvastatin,CYP3A,substrate,KEGG,D08492
rotigotine,CYP1A2,"substrate,inhibitor",DrugBank,DB05271
rotigotine,CYP2D6,"substrate,inhibitor",DrugBank,DB05271
rotigotine,CYP3A4,substrate,DrugBank,DB05271
roxatidine,CYP2A6,substrate,SuperCYP,78273800
roxatidine,CYP2D6,substrate,SuperCYP,78273800
roxithromycin,CYP1A2,inhibitor,DrugBank,DB00778
roxithromycin,CYP2B6,inhibitor,DrugBank,DB00778
roxithromycin,CYP3A4,"substrate,inhibitor",DrugBank,DB00778
roxithromycin,CYP3A4,inhibitor,ildcare,
roxithromycin,CYP1A2,inhibitor,SuperCYP,80214831
roxithromycin,CYP2B6,inhibitor,SuperCYP,80214831
roxithromycin,CYP3A4,substrate,SuperCYP,80214831
roxithromycin,CYP3A4,inhibitor,SuperCYP,80214831
roxithromycin,CYP2C19,inhibitor,KEGG,D01710
roxithromycin,CYP3A,inhibitor,KEGG,D01710
rufinamide,CYP2E1,inhibitor,DrugBank,DB06201
rufinamide,CYP3A4,inducer,DrugBank,DB06201
rufinamide,CYP3A4,inducer,SuperCYP,cid129228
rufinamide,CYP3A, inducer,KEGG,D05775
rupatadine,CYP3A4,substrate,SuperCYP,156611766
rutin,CYP2C8,inhibitor,DrugBank,DB01698
rutin,CYP2C9,inhibitor,DrugBank,DB01698
rutin,CYP2D6,inhibitor,DrugBank,DB01698
rutin,CYP3A4,inhibitor,DrugBank,DB01698
rutoside,CYP2C9,inhibitor,SuperCYP,153184
rutoside,CYP2D6,inhibitor,SuperCYP,153184
rutoside,CYP3A4,inhibitor,SuperCYP,153184
rutoside,CYP2C8,inhibitor,SuperCYP,153184
ruxolitinib,CYP3A4,substrate,DrugBank,DB08877
sacubitril,SLCO1B1,inhibitor,transporter,
sacubitril,SLC01B1,inhibitor,transporter,
sacubitril,SLC01B3,inhibitor,transporter,
s-adenosylmethionine,CYP2E1,inhibitor,DrugBank,DB00118
safinamide,ABCG2,substrate,transporter,
salbutamol,CYP3A4,inhibitor,DrugBank,DB01001
salbutamol,CYP3A4,inhibitor,SuperCYP,18559949
salbutamol,CYP3A4,substrate,SuperCYP,18559949
salicylamide,CYP1A1,inhibitor,SuperCYP,65452
salicylamide,CYP1A2,inhibitor,SuperCYP,65452
salicylamide,CYP1B1,inhibitor,SuperCYP,65452
salicylic acid,CYP2C9,substrate,DrugBank,DB00936
salicylic acid,SLC22A6,inhibitor,transporter,
salicylic acid,SLC22A8,inhibitor,transporter,
salicylic acid,CYP2E1,inducer,SuperCYP,69727
salicyls?ure,CYP2E1,inducer,SuperCYP,69727
salmeterol,CYP2C8,inhibitor,DrugBank,DB00938
salmeterol,CYP3A7,substrate,DrugBank,DB00938
salmeterol,CYP3A5,substrate,DrugBank,DB00938
salmeterol,CYP3A4,substrate,DrugBank,DB00938
salmeterol,CYP3A4,substrate,Indiana University,
salmeterol,CYP3A5,substrate,Indiana University,
salmeterol,CYP3A7,substrate,Indiana University,
salmeterol,CYP3A4,substrate,ildcare,
salmeterol,CYP3A4,substrate,SuperCYP,89365504
salmeterol,CYP3A5,substrate,SuperCYP,89365504
salmeterol,CYP3A7,substrate,SuperCYP,89365504
salmeterol,CYP3A5,substrate,KEGG,D05792
salmeterol,CYP3A7,substrate,KEGG,D05792
salmeterol,CYP2C8,inhibitor,SuperCYP,89365504
saquinavir,CYP2C8,inhibitor,DrugBank,DB01232
saquinavir,CYP2C9,inhibitor,DrugBank,DB01232
saquinavir,CYP2C19,inhibitor,DrugBank,DB01232
saquinavir,CYP2D6,"substrate,inhibitor",DrugBank,DB01232
saquinavir,CYP3A7,"substrate,inhibitor",DrugBank,DB01232
saquinavir,CYP3A5,"substrate,inhibitor",DrugBank,DB01232
saquinavir,CYP3A4,"substrate,inhibitor",DrugBank,DB01232
saquinavir,CYP3A4,substrate,Indiana University,
saquinavir,CYP3A5,substrate,Indiana University,
saquinavir,CYP3A7,substrate,Indiana University,
saquinavir,CYP3A4,inhibitor,Indiana University,
saquinavir,CYP3A5,inhibitor,Indiana University,
saquinavir,CYP3A7,inhibitor,Indiana University,
saquinavir,CYP3A4,substrate,ildcare,
saquinavir,CYP3A4,inhibitor,ildcare,
saquinavir,SLCO1B1,inhibitor,transporter,
saquinavir,ABCG2,inhibitor,transporter,
saquinavir,SLC01B1,inhibitor,transporter,
saquinavir,CYP2C9,inhibitor,SuperCYP,127779208
saquinavir,CYP2C19,inhibitor,SuperCYP,127779208
saquinavir,CYP2D6,inhibitor,SuperCYP,127779208
saquinavir,CYP2D6,substrate,SuperCYP,127779208
saquinavir,CYP3A4,substrate,SuperCYP,127779208
saquinavir,CYP3A4,inhibitor,SuperCYP,127779208
saquinavir,CYP3A5,inhibitor,SuperCYP,127779208
saquinavir,CYP3A5,substrate,SuperCYP,127779208
saquinavir,CYP3A7,substrate,SuperCYP,127779208
saquinavir,CYP11A,substrate,SuperCYP,127779208
saquinavir,CYP3A4,inhibitor,KEGG,D00429
saquinavir,CYP3A5,inhibitor,KEGG,D00429
saquinavir,CYP3A7,inhibitor,KEGG,D00429
saquinavir,CYP3A,inhibitor,KEGG,D00429
saquinavir,CYP3A5,substrate,KEGG,D00429
saquinavir,CYP3A7,substrate,KEGG,D00429
saquinavir,CYP3A,substrate,KEGG,D00429
saquinavir,CYP2C8,inhibitor,SuperCYP,127779208
sarpogrelate,CYP1A2,substrate,KEGG,D08508
sarpogrelate,CYP2C9,substrate,KEGG,D08508
sarpogrelate,CYP2C19,substrate,KEGG,D08508
sarpogrelate,CYP2D6,substrate,KEGG,D08508
saxagliptin,CYP3A5,substrate,DrugBank,DB06335
saxagliptin,CYP3A4,substrate,DrugBank,DB06335
saxagliptin,SLC22A8,substrate,transporter,
saxagliptin,CYP3A4,substrate,SuperCYP,cid11243969
secobarbital,CYP2C8,inducer,DrugBank,DB00418
secobarbital,CYP1A2,inducer,DrugBank,DB00418
secobarbital,CYP2C9,inducer,DrugBank,DB00418
secobarbital,CYP2C9,inducer,Indiana University,
secobarbital,CYP1A2,inducer,SuperCYP,76733
secobarbital,CYP2C9,inducer,SuperCYP,76733
secobarbital,CYP2C9, inducer,KEGG,D00430
secobarbital,CYP2C8,inducer,SuperCYP,76733
selegiline,CYP2C8,substrate,DrugBank,DB01037
selegiline,CYP1A2,"substrate,inhibitor",DrugBank,DB01037
selegiline,CYP2A6,substrate,DrugBank,DB01037
selegiline,CYP2B6,substrate,DrugBank,DB01037
selegiline,CYP2B6,substrate,Indiana University,
selegiline,CYP2C9,"substrate,inhibitor",DrugBank,DB01037
selegiline,CYP2C19,substrate,DrugBank,DB01037
selegiline,CYP2D6,inhibitor,DrugBank,DB01037
selegiline,CYP2E1,inhibitor,DrugBank,DB01037
selegiline,CYP3A4,substrate,DrugBank,DB01037
selegiline,CYP1A2,inhibitor,SuperCYP,14611519
selegiline,CYP1A2,substrate,SuperCYP,14611519
selegiline,CYP2A6,substrate,SuperCYP,14611519
selegiline,CYP2B6,substrate,SuperCYP,14611519
selegiline,CYP2C9,inhibitor,SuperCYP,14611519
selegiline,CYP2C9,substrate,SuperCYP,14611519
selegiline,CYP2C19,substrate,SuperCYP,14611519
selegiline,CYP2D6,inhibitor,SuperCYP,14611519
selegiline,CYP2D6,substrate,SuperCYP,14611519
selegiline,CYP2E1,inhibitor,SuperCYP,14611519
selegiline,CYP3A4,substrate,SuperCYP,14611519
selegiline,CYP2D6,substrate,KEGG,D03731
selegiline,CYP2C8,substrate,SuperCYP,14611519
selexipag,SLCO1B1,substrate,transporter,
selexipag,SLC01B1,substrate,transporter,
selexipag,SLC01B3,substrate,transporter,
seproxetine,CYP3A7,inhibitor,DrugBank,DB06731
seproxetine,CYP3A5,inhibitor,DrugBank,DB06731
seratrodast,CYP2A6,inhibitor,SuperCYP,112665437
seratrodast,CYP2C9,inhibitor,SuperCYP,112665437
seratrodast,CYP2C9,substrate,SuperCYP,112665437
seratrodast,CYP2C9,inducer,SuperCYP,112665437
seratrodast,CYP2C19,inhibitor,SuperCYP,112665437
seratrodast,CYP2C19,substrate,SuperCYP,112665437
seratrodast,CYP3A4,substrate,SuperCYP,112665437
seratrodast,CYP3A4,inducer,SuperCYP,112665437
seratrodast,CYP2C8,substrate,SuperCYP,112665437
sertaconazole,CYP51A,inhibitor,SuperCYP,99592322
sertindole,CYP2D6,substrate,DrugBank,DB06144
sertindole,CYP3A4,substrate,DrugBank,DB06144
sertindole,CYP2D6,substrate,SuperCYP,106516249
sertindole,CYP3A4,substrate,SuperCYP,106516249
sertraline,CYP1A2,substrate,DrugBank,DB01104
sertraline,CYP2B6,"substrate,inhibitor",DrugBank,DB01104
sertraline,CYP2C9,"substrate,inhibitor",DrugBank,DB01104
sertraline,CYP2C9,inhibitor,Indiana University,
sertraline,CYP2C9,Inhibitor,ildcare,
sertraline,CYP2C19,"substrate,inhibitor",DrugBank,DB01104
sertraline,CYP2C19,Inhibitor,ildcare,
sertraline,CYP2D6,"substrate,inhibitor",DrugBank,DB01104
sertraline,CYP2D6,inhibitor,Indiana University,
sertraline,CYP2D6,Inhibitor,ildcare,
sertraline,CYP3A4,"substrate,inhibitor",DrugBank,DB01104
sertraline,CYP3A4,substrate,ildcare,
sertraline,CYP3A4,inhibitor,ildcare,
sertraline,CYP1A2,substrate,SuperCYP,79617962
sertraline,CYP2B6,inhibitor,SuperCYP,79617962
sertraline,CYP2B6,substrate,SuperCYP,79617962
sertraline,CYP2C9,inhibitor,SuperCYP,79617962
sertraline,CYP2C9,substrate,SuperCYP,79617962
sertraline,CYP2C19,inhibitor,SuperCYP,79617962
sertraline,CYP2C19,substrate,SuperCYP,79617962
sertraline,CYP2D6,inhibitor,SuperCYP,79617962
sertraline,CYP2D6,substrate,SuperCYP,79617962
sertraline,CYP3A4,substrate,SuperCYP,79617962
sertraline,CYP3A4,inhibitor,SuperCYP,79617962
sertraline,CYP2B6,substrate,KEGG,D02360
sertraline,CYP2C9,inhibitor,KEGG,D02360
sertraline,CYP2C9,substrate,KEGG,D02360
sertraline,CYP2C19,substrate,KEGG,D02360
sertraline,CYP2D6,inhibitor,KEGG,D02360
sevoflurane,CYP2A6,substrate,DrugBank,DB01236
sevoflurane,CYP2B6,substrate,DrugBank,DB01236
sevoflurane,CYP2E1,substrate,DrugBank,DB01236
sevoflurane,CYP2E1,substrate,Indiana University,
sevoflurane,CYP3A4,substrate,DrugBank,DB01236
sevoflurane,CYP2A6,substrate,SuperCYP,28523866
sevoflurane,CYP2B6,substrate,SuperCYP,28523866
sevoflurane,CYP2E1,substrate,SuperCYP,28523866
sevoflurane,CYP3A4,substrate,SuperCYP,28523866
sibutramine,CYP3A4,substrate,DrugBank,DB01105
sibutramine,CYP3A4,substrate,ildcare,
sibutramine,CYP3A4,substrate,SuperCYP,106650560
sildenafil,CYP1A1,inhibitor,DrugBank,DB00203
sildenafil,CYP2C9,"substrate,inhibitor",DrugBank,DB00203
sildenafil,CYP2C9,substrate,ildcare,
sildenafil,CYP2C19,"substrate,inhibitor",DrugBank,DB00203
sildenafil,CYP2D6,"substrate,inhibitor",DrugBank,DB00203
sildenafil,CYP2E1,"substrate,inhibitor",DrugBank,DB00203
sildenafil,CYP3A7,substrate,DrugBank,DB00203
sildenafil,CYP3A5,substrate,DrugBank,DB00203
sildenafil,CYP3A4,"substrate,inhibitor",DrugBank,DB00203
sildenafil,CYP3A4,substrate,Indiana University,
sildenafil,CYP3A5,substrate,Indiana University,
sildenafil,CYP3A7,substrate,Indiana University,
sildenafil,CYP3A4,substrate,ildcare,
sildenafil,CYP1A1,inhibitor,SuperCYP,139755832
sildenafil,CYP2C9,substrate,SuperCYP,139755832
sildenafil,CYP2C19,substrate,SuperCYP,139755832
sildenafil,CYP2C19,inhibitor,SuperCYP,139755832
sildenafil,CYP2D6,substrate,SuperCYP,139755832
sildenafil,CYP2D6,inhibitor,SuperCYP,139755832
sildenafil,CYP2E1,inhibitor,SuperCYP,139755832
sildenafil,CYP3A4,substrate,SuperCYP,139755832
sildenafil,CYP3A4,inhibitor,SuperCYP,139755832
sildenafil,CYP3A5,substrate,SuperCYP,139755832
sildenafil,CYP3A7,substrate,SuperCYP,139755832
sildenafil,CYP2C9,substrate,KEGG,D08514
sildenafil,CYP3A5,substrate,KEGG,D08514
sildenafil,CYP3A7,substrate,KEGG,D08514
sildenafil,CYP3A,substrate,KEGG,D08514
silodosin,CYP3A4,substrate,DrugBank,DB06207
silymarin,CYP2C9,inhibitor,SuperCYP,22888706
silymarin,CYP3A4,inducer,SuperCYP,22888706
silymarin,CYP3A4,inhibitor,SuperCYP,22888706
simeprevir,CYP1A2,inhibitor,DrugBank,DB06290
simeprevir,CYP3A4,substrate,DrugBank,DB06290
simeprevir,SLCO1B1,"substrate,inhibitor",transporter,
simeprevir,SLC01B1,"substrate,inhibitor",transporter,
simvastatin,CYP2C8,"substrate,inhibitor",DrugBank,DB00641
simvastatin,CYP2B6,inducer,DrugBank,DB00641
simvastatin,CYP2C9,"inhibitor, inducer",DrugBank,DB00641
simvastatin,CYP2C19,inhibitor,DrugBank,DB00641
simvastatin,CYP2D6,"substrate,inhibitor",DrugBank,DB00641
simvastatin,CYP3A7,substrate,DrugBank,DB00641
simvastatin,CYP3A5,substrate,DrugBank,DB00641
simvastatin,CYP3A4,"substrate,inhibitor,inducer",DrugBank,DB00641
simvastatin,CYP3A4,substrate,Indiana University,
simvastatin,CYP3A5,substrate,Indiana University,
simvastatin,CYP3A7,substrate,Indiana University,
simvastatin,CYP3A4,substrate,ildcare,
simvastatin,SLCO1B1,"substrate,inhibitor",transporter,
simvastatin,SLC01B1,"substrate,inhibitor",transporter,
simvastatin,CYP2C9,inhibitor,SuperCYP,79902639
simvastatin,CYP2D6,inhibitor,SuperCYP,79902639
simvastatin,CYP2D6,substrate,SuperCYP,79902639
simvastatin,CYP3A4,substrate,SuperCYP,79902639
simvastatin,CYP3A4,inhibitor,SuperCYP,79902639
simvastatin,CYP3A5,substrate,SuperCYP,79902639
simvastatin,CYP3A7,substrate,SuperCYP,79902639
simvastatin,CYP2C9,substrate,KEGG,D00434
simvastatin,CYP3A,substrate,KEGG,D00434
simvastatin,CYP2C8,inhibitor,SuperCYP,79902639
simvastatin,CYP2C8,substrate,SuperCYP,79902639
sirolimus,CYP3A7,substrate,DrugBank,DB00877
sirolimus,CYP3A5,substrate,DrugBank,DB00877
sirolimus,CYP3A4,"substrate,inhibitor",DrugBank,DB00877
sirolimus,CYP3A4,substrate,Indiana University,
sirolimus,CYP3A5,substrate,Indiana University,
sirolimus,CYP3A7,substrate,Indiana University,
sirolimus,CYP3A4,substrate,ildcare,
sirolimus,SLCO1B1,inhibitor,transporter,
sirolimus,SLC01B1,inhibitor,transporter,
sirolimus,CYP3A4,substrate,SuperCYP,53123889
sirolimus,CYP3A4,inhibitor,SuperCYP,53123889
sirolimus,CYP3A5,substrate,SuperCYP,53123889
sirolimus,CYP3A7,substrate,SuperCYP,53123889
sirolimus,CYP3A,substrate,KEGG,D00753
sitagliptin,CYP2C8,substrate,DrugBank,DB01261
sitagliptin,CYP3A4,substrate,DrugBank,DB01261
sitaxentan,CYP2C9,"substrate,inhibitor",DrugBank,DB06268
sitaxentan,CYP2C19,inhibitor,DrugBank,DB06268
sitaxentan,CYP3A4,inhibitor,DrugBank,DB06268
s-mephenytoin,CYP2C19,substrate,Indiana University,
s-metoprolol,CYP2D6,substrate,Indiana University,
smoking,CYP1A2,Inducer,ildcare,
s-naproxen,CYP2C9,substrate,Indiana University,
sodium chloride,CYP2E1,inducer,SuperCYP,7647145
sodium edetate,CYP3A4,substrate,SuperCYP,64028
sodium salicylate,CYP2E1,inducer,SuperCYP,54217
sofosbuvir,ABCG2,substrate,transporter,
solifenacin,CYP3A4,substrate,DrugBank,DB01591
solifenacin,CYP3A4,substrate,SuperCYP,59961
somatostatin,CYP2D6,inhibitor,SuperCYP,51110011
somatostatin,CYP3A4,inhibitor,SuperCYP,51110011
somatropin,CYP2C19,inhibitor,KEGG,D02691
sonidegib,CYP3A4,substrate,DrugBank,DB09143
sorafenib,CYP2C8,"substrate,inhibitor",DrugBank,DB00398
sorafenib,CYP2C8,substrate,Indiana University,
sorafenib,CYP2C8,substrate,KEGG,D08524
sorafenib,CYP1A2,inhibitor,DrugBank,DB00398
sorafenib,CYP2B6,"substrate,inhibitor",DrugBank,DB00398
sorafenib,CYP2B6,substrate,Indiana University,
sorafenib,CYP2C9,inhibitor,DrugBank,DB00398
sorafenib,CYP2C19,inhibitor,DrugBank,DB00398
sorafenib,CYP2D6,inhibitor,DrugBank,DB00398
sorafenib,CYP3A7,substrate,DrugBank,DB00398
sorafenib,CYP3A5,substrate,DrugBank,DB00398
sorafenib,CYP3A4,"substrate,inhibitor",DrugBank,DB00398
sorafenib,CYP3A4,substrate,Indiana University,
sorafenib,CYP3A5,substrate,Indiana University,
sorafenib,CYP3A7,substrate,Indiana University,
sorafenib,ABCG2,"substrate,inhibitor",transporter,
sorafenib,CYP2B6,substrate,KEGG,D08524
sorafenib,CYP2C9,substrate,KEGG,D08524
sorbitol,CYP1A2,inhibitor,SuperCYP,50704
sparteine,CYP2D6,"substrate,inhibitor",DrugBank,DB06727
sparteine,CYP2D6,substrate,Indiana University,
sparteine,CYP2D6,inhibitor,SuperCYP,90391
sparteine,CYP2D6,substrate,SuperCYP,90391
sparteine,CYP2D6,substrate,KEGG,D01041
spiramycin,CYP3A4,substrate,SuperCYP,8025818
spironolactone,CYP2C8,inhibitor,DrugBank,DB00421
spironolactone,CYP11B1,"inhibitor, inducer",DrugBank,DB00421
spironolactone,CYP11B1,inducer,SuperCYP,52017
spironolactone,CYP11B1,inhibitor,SuperCYP,52017
spironolactone,CYP3A4,inducer,SuperCYP,52017
spironolactone,CYP3A5,inducer,SuperCYP,52017
spironolactone,CYP2C8,inhibitor,SuperCYP,52017
st john's wort,CYP1A2,Inducer,ildcare,
st john's wort,CYP2D6,Inducer,ildcare,
st john's wort,CYP3A4,Inducer,ildcare,
st. johns wort,CYP2C9, inducer,KEGG,E00784
st. johns wort,CYP3A, inducer,KEGG,E00784
st. john's wort,CYP2C9,inducer,Indiana University,
st. john's wort,CYP2C19,inducer,Indiana University,
st. john's wort,CYP3A4,inducer,Indiana University,
st. john's wort,CYP3A5,inducer,Indiana University,
st. john's wort,CYP3A7,inducer,Indiana University,
starfruit,CYP3A4,inhibitor,Indiana University,
starfruit,CYP3A5,inhibitor,Indiana University,
starfruit,CYP3A7,inhibitor,Indiana University,
stavudine,SLC22A6,substrate,transporter,
stiripentol,CYP1A2,inhibitor,KEGG,D05928
stiripentol,CYP1A2,substrate,KEGG,D05928
stiripentol,CYP2C9,inhibitor,KEGG,D05928
stiripentol,CYP2C19,inhibitor,KEGG,D05928
stiripentol,CYP2C19,substrate,KEGG,D05928
stiripentol,CYP2D6,inhibitor,KEGG,D05928
stiripentol,CYP3A4,inhibitor,KEGG,D05928
streptomycin,SLC22A6,inhibitor,transporter,
streptozocin,CYP1A1,inducer,DrugBank,DB00428
streptozocin,CYP1A2,inducer,DrugBank,DB00428
streptozocin,CYP2E1,inducer,DrugBank,DB00428
streptozocin,CYP1A1,inducer,SuperCYP,18883664
streptozocin,CYP1A2,inducer,SuperCYP,18883664
streptozocin,CYP2E1,inducer,SuperCYP,18883664
suboxone,CYP3A4,inhibitor,Indiana University,
suboxone,CYP3A5,inhibitor,Indiana University,
suboxone,CYP3A7,inhibitor,Indiana University,
succinic acid,SLC22A8,substrate,transporter,
sufentanil,CYP3A4,substrate,DrugBank,DB00708
sufentanil,CYP3A4,substrate,SuperCYP,56030547
sulconazole,CYP1A2,inhibitor,DrugBank,DB06820
sulconazole,CYP2C9,inhibitor,DrugBank,DB06820
sulconazole,CYP1A2,inhibitor,SuperCYP,61318909
sulconazole,CYP2A6,inhibitor,SuperCYP,61318909
sulconazole,CYP2B6,inhibitor,SuperCYP,61318909
sulconazole,CYP2C9,inhibitor,SuperCYP,61318909
sulconazole,CYP2C19,inhibitor,SuperCYP,61318909
sulconazole,CYP2D6,inhibitor,SuperCYP,61318909
sulconazole,CYP2E1,inhibitor,SuperCYP,61318909
sulconazole,CYP3A4,inhibitor,SuperCYP,61318909
sulconazole,CYP2C9,inhibitor,KEGG,D08535
sulfadiazine,CYP2C8,substrate,DrugBank,DB00359
sulfadiazine,CYP2C9,"substrate,inhibitor",DrugBank,DB00359
sulfadiazine,CYP2E1,substrate,DrugBank,DB00359
sulfadiazine,CYP3A4,substrate,DrugBank,DB00359
sulfadiazine,CYP2C9,inhibitor,SuperCYP,68359
sulfadiazine,CYP2C9,substrate,SuperCYP,68359
sulfadiazine,CYP2E1,substrate,SuperCYP,68359
sulfadiazine,CYP3A4,substrate,SuperCYP,68359
sulfadiazine,CYP2C8,substrate,SuperCYP,68359
sulfadimethoxine,CYP2C9,inhibitor,DrugBank,DB06150
sulfadimethoxine,CYP2C9,inhibitor,SuperCYP,122112
sulfadimidine,CYP2C9,inhibitor,SuperCYP,57681
sulfadimidine,CYP3A4,inducer,SuperCYP,57681
sulfafenazol,CYP2A6,inhibitor,SuperCYP,526089
sulfafenazol,CYP2B6,inhibitor,SuperCYP,526089
sulfafenazol,CYP2C9,inhibitor,SuperCYP,526089
sulfafenazol,CYP2D6,inhibitor,SuperCYP,526089
sulfafenazol,CYP2C8,inhibitor,SuperCYP,526089
sulfafurazole,CYP2C9,inhibitor,SuperCYP,127695
sulfafurazole,CYP2C9,substrate,SuperCYP,127695
sulfafurazole,CYP2C8,inhibitor,SuperCYP,127695
sulfafurazole,CYP2C8,substrate,SuperCYP,127695
sulfamethizole,CYP2C9,inhibitor,DrugBank,DB00576
sulfamethizole,CYP2C9,inhibitor,SuperCYP,144821
sulfamethoxazole,CYP2C8,inhibitor,DrugBank,DB01015
sulfamethoxazole,CYP2C9,"substrate,inhibitor",DrugBank,DB01015
sulfamethoxazole,CYP2C9,inhibitor,Indiana University,
sulfamethoxazole,CYP2C9,substrate,ildcare,
sulfamethoxazole,CYP3A4,"substrate,inhibitor",DrugBank,DB01015
sulfamethoxazole,CYP2C9,inhibitor,SuperCYP,723466
sulfamethoxazole,CYP2C9,substrate,SuperCYP,723466
sulfamethoxazole,CYP3A4,substrate,SuperCYP,723466
sulfamethoxazole,CYP3A4,inhibitor,SuperCYP,723466
sulfamethoxazole,CYP2C9,inhibitor,KEGG,D00447
sulfamethoxazole,CYP2C8,inhibitor,SuperCYP,723466
sulfamethoxazole and trimethoprim,CYP2C9,substrate,SuperCYP,cid358641
sulfamethoxazole and trimethoprim,CYP2C9,inhibitor,SuperCYP,cid358641
sulfamoxole,CYP2C9,"substrate,inhibitor",DrugBank,DB08798
sulfamoxole,CYP2C9,inhibitor,SuperCYP,729997
sulfanilamide,CYP2C9,inhibitor,DrugBank,DB00259
sulfanilamide,CYP2C19,inhibitor,DrugBank,DB00259
sulfanilamide,CYP2D6,inhibitor,DrugBank,DB00259
sulfanilamide,CYP2E1,inhibitor,DrugBank,DB00259
sulfanilamide,CYP3A4,inhibitor,DrugBank,DB00259
sulfanilamide,CYP2C9,inhibitor,SuperCYP,63741
sulfanilamide,CYP2C19,inhibitor,SuperCYP,63741
sulfanilamide,CYP2D6,inhibitor,SuperCYP,63741
sulfanilamide,CYP2E1,inhibitor,SuperCYP,63741
sulfanilamide,CYP3A4,inhibitor,SuperCYP,63741
sulfaphenazole,CYP2C8,inhibitor,DrugBank,DB06729
sulfaphenazole,CYP2C8,Inhibitor,ildcare,
sulfaphenazole,CYP2A6,inhibitor,DrugBank,DB06729
sulfaphenazole,CYP2C9,inhibitor,DrugBank,DB06729
sulfaphenazole,CYP2D6,inhibitor,DrugBank,DB06729
sulfaphenazole,CYP2C9,inhibitor,Indiana University,
sulfaphenazole,CYP2A6,inhibitor,SuperCYP,526089
sulfaphenazole,CYP2B6,inhibitor,SuperCYP,526089
sulfaphenazole,CYP2C9,inhibitor,SuperCYP,526089
sulfaphenazole,CYP2D6,inhibitor,SuperCYP,526089
sulfaphenazole,CYP2C9,inhibitor,KEGG,D01954
sulfaphenazole,CYP2C8,inhibitor,SuperCYP,526089
sulfapyridine,CYP2C9,inhibitor,DrugBank,DB00891
sulfapyridine,CYP2C9,inhibitor,SuperCYP,144832
sulfasalazin,CYP3A5,substrate,SuperCYP,599791
sulfasalazine,CYP3A5,substrate,DrugBank,DB00795
sulfasalazine,ABCG2,"substrate,inhibitor",transporter,
sulfasalazine,CYP3A5,substrate,SuperCYP,599791
sulfinpyrazon,CYP2B6,inducer,SuperCYP,57965
