Drug,Enzyme,Action,Database,Species,DrugID,Gene,Reference,Strength
Ritonavir,CYP3A5,inhibitor,SuperCYP,human,,,,
Ritonavir,CYP3A5,inhibitor,SuperCYP,human,,,,
Ritonavir,CYP3A5,substrate,SuperCYP,,,,,
Ritonavir,CYP3A7,inhibitor,SuperCYP,human,,,,
Ritonavir,CYP3A7,inhibitor,SuperCYP,human,,,,
Ritonavir,CYP3A7,substrate,SuperCYP,,,,,
Ritonavir,CYP3A7,inhibitor,SuperCYP,human,,,,
Ritonavir,CYP7A1,inhibitor,SuperCYP,human,,,,
Rivaroxaban,CYP2A6,substrate,KEGG, Not Specified,,,, 
Rivaroxaban,CYP2J2,substrate,DrugBank,Not Specified,DB06228,,,
Rivaroxaban,CYP2J2,substrate,KEGG, Not Specified,,,, 
Rivaroxaban,CYP3A5,substrate,DrugBank,Not Specified,DB06228,,,
Rivaroxaban,CYP3A4,substrate,DrugBank,Not Specified,DB06228,,,
Rivaroxaban,CYP3A5,substrate,KEGG, Not Specified,,,, 
Rivaroxaban,CYP3A,substrate,KEGG, Not Specified,,,, 
Rivaroxaban,CYP3A4,substrate,DrugBank,Not Specified,DB06228,,,
Rivaroxaban,CYP3A5,substrate,DrugBank,Not Specified,DB06228,,,
Rivaroxaban,CYP3A5,substrate,KEGG, Not Specified,,,, 
Rivastigmine,CYP2D6,inhibitor,DrugBank,Not Specified,DB00989,,,
Rivastigmine,CYP3A4,inhibitor,DrugBank,Not Specified,DB00989,,,
Rivastigmine,CYP3A4,inhibitor,DrugBank,Not Specified,DB00989,,,
Rivastigmine,CYP2D6,inhibitor,SuperCYP,human,,,,
Rivastigmine,CYP3A4,inhibitor,SuperCYP,human,,,,
Rivastigmine,CYP3A4,inhibitor,SuperCYP,human,,,,
Rizatriptan,CYP1A2,substrate,DrugBank,Not Specified,DB00953,,,
Rofecoxib,CYP1A2,"substrate,inhibitor",DrugBank,Not Specified,DB00533,,,
Rofecoxib,CYP1A2,inhibitor,KEGG, Not Specified,,,, 
Rofecoxib,CYP2C8,substrate,DrugBank,Not Specified,DB00533,,,
Rofecoxib,CYP2C9,substrate,DrugBank,Not Specified,DB00533,,,
Rofecoxib,CYP3A4,"substrate, inducer",DrugBank,Not Specified,DB00533,,,
Rofecoxib,CYP3A4,"substrate, inducer",DrugBank,Not Specified,DB00533,,,
Rofecoxib,CYP1A2,inhibitor,SuperCYP,human,,,,
Rofecoxib,CYP1A2,substrate,SuperCYP,human,,,,
Rofecoxib,CYP1A2,substrate,SuperCYP,human,,,,
Rofecoxib,CYP2C8,substrate,SuperCYP,human,,,,
Rofecoxib,CYP2C9,substrate,SuperCYP,human,,,,
Rofecoxib,CYP3A4,inducer,SuperCYP,human,,,,
Rofecoxib,CYP3A4,inducer,SuperCYP,human,,,,
Rokitamycin,CYP3A4,inhibitor,SuperCYP,human,,,,
Rokitamycin,CYP3A4,substrate,SuperCYP,human,,,,
Rokitamycin,CYP3A4,inhibitor,SuperCYP,human,,,,
Rokitamycin,CYP3A4,substrate,SuperCYP,human,,,,
Rolapitant,CYP2D6,inhibitor,DrugBank,Not Specified,DB09291,,,
Rolapitant,CYP3A4,substrate,DrugBank,Not Specified,DB09291,,,
Rolapitant,CYP3A4,substrate,DrugBank,Not Specified,DB09291,,,
Rolapitant,ABCG2,inhibitor,Transporter,,,,,
Rolitetracycline,CYP3A4,inhibitor,DrugBank,Not Specified,DB01301,,,
Rolitetracycline,CYP3A4,inhibitor,DrugBank,Not Specified,DB01301,,,
romidepsin,CYP3A4,substrate,Indiana University,Not Specified,,,,
romidepsin,CYP3A5,substrate,Indiana University,Not Specified,,,,
romidepsin,CYP3A7,substrate,Indiana University,Not Specified,,,,
romidepsin,CYP3A4,substrate,Indiana University,Not Specified,,,,
romidepsin,CYP3A5,substrate,Indiana University,Not Specified,,,,
romidepsin,CYP3A7,substrate,Indiana University,Not Specified,,,,
Romidepsin,SLC01B3,substrate,Transporter,,,,,
Ropinirole,CYP1A2,"substrate,inhibitor",DrugBank,Not Specified,DB00268,,,
Ropinirole,CYP1A2,substrate,KEGG, Not Specified,,,, 
Ropinirole,CYP1A2,substrate,KEGG, Not Specified,,,, 
ropinirole,CYP1A2,substrate,ildcare,Not Specified,,,,
Ropinirole,CYP2D6,inhibitor,DrugBank,Not Specified,DB00268,,,
Ropinirole,CYP3A4,substrate,DrugBank,Not Specified,DB00268,,,
Ropinirole,CYP3A4,substrate,DrugBank,Not Specified,DB00268,,,
Ropinirole,CYP1A2,inhibitor,SuperCYP,human,,,,
Ropinirole,CYP1A2,substrate,SuperCYP,human,,,,
Ropinirole,CYP1A2,substrate,SuperCYP,human,,,,
Ropinirole,CYP2D6,inhibitor,SuperCYP,human,,,,
Ropinirole,CYP2D6,inhibitor,SuperCYP,human,,,,
Ropinirole,CYP3A4,substrate,SuperCYP,human,,,,
Ropinirole,CYP3A4,substrate,SuperCYP,human,,,,
Ropinirole,CYP3A4,substrate,SuperCYP,human,,,,
Ropinirole,CYP3A4,substrate,SuperCYP,human,,,,
Ropivacaine,CYP1A2,substrate,DrugBank,Not Specified,DB00296,,,
ropivacaine,CYP1A2,substrate,Indiana University,Not Specified,,,,
Ropivacaine,CYP1A2,substrate,KEGG, Not Specified,,,, 
Ropivacaine,CYP1A2,substrate,KEGG, Not Specified,,,, 
ropivacaine,CYP1A2,substrate,ildcare,Not Specified,,,,
Ropivacaine,CYP2B6,substrate,DrugBank,Not Specified,DB00296,,,
Ropivacaine,CYP2B6,substrate,DrugBank,Not Specified,DB00296,,,
Ropivacaine,CYP2D6,substrate,DrugBank,Not Specified,DB00296,,,
Ropivacaine,CYP3A4,substrate,DrugBank,Not Specified,DB00296,,,
Ropivacaine,CYP3A4,substrate,DrugBank,Not Specified,DB00296,,,
Ropivacaine,CYP1A2,substrate,SuperCYP,human,,,,
Ropivacaine,CYP1A2,substrate,SuperCYP,human,,,,
Ropivacaine,CYP2B6,substrate,SuperCYP,human,,,,
Ropivacaine,CYP2B6,substrate,SuperCYP,human,,,,
Ropivacaine,CYP2D6,substrate,SuperCYP,human,,,,
Ropivacaine,CYP2D6,substrate,SuperCYP,human,,,,
Ropivacaine,CYP3A4,substrate,SuperCYP,human,,,,
Ropivacaine,CYP3A4,substrate,SuperCYP,human,,,,
Ropivacaine,CYP3A4,substrate,SuperCYP,human,,,,
Ropivacaine,CYP3A4,substrate,SuperCYP,human,,,,
Roquinimex,CYP3A4,substrate,SuperCYP,human,,,,
Roquinimex,CYP3A4,substrate,SuperCYP,human,,,,
Roquinimex,CYP3A4,substrate,SuperCYP,human,,,,
Roquinimex,CYP3A4,substrate,SuperCYP,human,,,,
Rosiglitazone,CYP1A2,inhibitor,DrugBank,Not Specified,DB00412,,,
Rosiglitazone,CYP2A6,inhibitor,DrugBank,Not Specified,DB00412,,,
Rosiglitazone,CYP2C8,"substrate,inhibitor",DrugBank,Not Specified,DB00412,,,
Rosiglitazone,CYP2C8,substrate,KEGG, Not Specified,,,, 
rosiglitazone,CYP2C8,substrate,ildcare,Not Specified,,,,
Rosiglitazone,CYP2C9,"substrate,inhibitor",DrugBank,Not Specified,DB00412,,,
rosiglitazone,CYP2C9,substrate,Indiana University,Not Specified,,,,
Rosiglitazone,CYP2C9,substrate,KEGG, Not Specified,,,, 
rosiglitazone,CYP2C9,substrate,ildcare,Not Specified,,,,
Rosiglitazone,CYP2C19,inhibitor,DrugBank,Not Specified,DB00412,,,
Rosiglitazone,CYP2D6,inhibitor,DrugBank,Not Specified,DB00412,,,
Rosiglitazone,SLCO1B1,inhibitor,Transporter,,,,,
Rosiglitazone,SLC01B1,inhibitor,Transporter,,,,,
Rosiglitazone,CYP1A2,inhibitor,SuperCYP,human,,,,
Rosiglitazone,CYP2A6,inhibitor,SuperCYP,human,,,,
Rosiglitazone,CYP2C8,inhibitor,SuperCYP,human,,,,
Rosiglitazone,CYP2C8,substrate,SuperCYP,human,,,,
Rosiglitazone,CYP2C8,substrate,SuperCYP,human,,,,
Rosiglitazone,CYP2C9,substrate,SuperCYP,human,,,,
Rosiglitazone,CYP2C9,inhibitor,SuperCYP,human,,,,
Rosiglitazone,CYP2C9,substrate,SuperCYP,,,,,
Rosiglitazone,CYP2C9,substrate,SuperCYP,human,,,,
Rosiglitazone,CYP2C19,inhibitor,SuperCYP,human,,,,
Rosiglitazone,CYP2D6,inhibitor,SuperCYP,human,,,,
Rosiglitazone,CYP2C8,substrate,KEGG, Not Specified,,,, 
Rosiglitazone,CYP2C9,substrate,KEGG, Not Specified,,,, 
Rosuvastatin,CYP2C9,"substrate,inhibitor",DrugBank,Not Specified,DB01098,,,
Rosuvastatin,CYP2C19,substrate,DrugBank,Not Specified,DB01098,,,
Rosuvastatin,CYP3A5,inhibitor,DrugBank,Not Specified,DB01098,,,
Rosuvastatin,CYP3A4,"substrate,inhibitor",DrugBank,Not Specified,DB01098,,,
Rosuvastatin,CYP3A,substrate,KEGG, Not Specified,,,, 
Rosuvastatin,CYP3A4,"substrate,inhibitor",DrugBank,Not Specified,DB01098,,,
Rosuvastatin,CYP3A5,inhibitor,DrugBank,Not Specified,DB01098,,,
Rosuvastatin,SLCO1B1,substrate,Transporter,,,,,
Rosuvastatin,ABCG2,substrate,Transporter,,,,,
Rosuvastatin,SLC01B1,substrate,Transporter,,,,,
Rosuvastatin,CYP1B1,substrate,SuperCYP,,,,,
Rosuvastatin,CYP2C9,substrate,SuperCYP,human,,,,
Rosuvastatin,CYP2C9,substrate,SuperCYP,human,,,,
Rosuvastatin,CYP2C9,inhibitor,SuperCYP,human,,,,
Rosuvastatin,CYP3A4,substrate,SuperCYP,human,,,,
Rosuvastatin,CYP3A4,substrate,SuperCYP,human,,,,
Rosuvastatin,CYP3A4,inhibitor,SuperCYP,human,,,,
Rosuvastatin,CYP3A5,inhibitor,SuperCYP,human,,,,
Rosuvastatin,CYP3A4,substrate,SuperCYP,human,,,,
Rosuvastatin,CYP3A4,substrate,SuperCYP,human,,,,
Rosuvastatin,CYP3A4,inhibitor,SuperCYP,human,,,,
Rosuvastatin,CYP3A5,inhibitor,SuperCYP,human,,,,
Rosuvastatin,CYP3A,substrate,KEGG, Not Specified,,,, 
Rotigotine,CYP1A2,"substrate,inhibitor",DrugBank,Not Specified,DB05271,,,
Rotigotine,CYP2D6,"substrate,inhibitor",DrugBank,Not Specified,DB05271,,,
Rotigotine,CYP3A4,substrate,DrugBank,Not Specified,DB05271,,,
Rotigotine,CYP3A4,substrate,DrugBank,Not Specified,DB05271,,,
Roxatidine,CYP2A6,substrate,SuperCYP,human,,,,
Roxatidine,CYP2D6,substrate,SuperCYP,human,,,,
Roxithromycin,CYP1A2,inhibitor,DrugBank,Not Specified,DB00778,,,
Roxithromycin,CYP2B6,inhibitor,DrugBank,Not Specified,DB00778,,,
Roxithromycin,CYP2C19,inhibitor,KEGG, Not Specified,,,, 
Roxithromycin,CYP3A4,"substrate,inhibitor",DrugBank,Not Specified,DB00778,,,
Roxithromycin,CYP3A,inhibitor,KEGG, Not Specified,,,, 
roxithromycin,CYP3A4,inhibitor,ildcare,Not Specified,,,,
Roxithromycin,CYP3A4,"substrate,inhibitor",DrugBank,Not Specified,DB00778,,,
roxithromycin,CYP3A4,inhibitor,ildcare,Not Specified,,,,
Roxithromycin,CYP2C19,inhibitor,KEGG, Not Specified,,,, 
Roxithromycin,CYP3A,inhibitor,KEGG, Not Specified,,,, 
Roxithromycin,CYP1A2,inhibitor,SuperCYP,human,,,,
Roxithromycin,CYP2B6,inhibitor,SuperCYP,human,,,,
Roxithromycin,CYP3A4,substrate,SuperCYP,human,,,,
Roxithromycin,CYP3A4,inhibitor,SuperCYP,human,,,,
Roxithromycin,CYP3A4,inhibitor,SuperCYP,human,,,,
Roxithromycin,CYP3A4,substrate,SuperCYP,human,,,,
Roxithromycin,CYP3A4,inhibitor,SuperCYP,human,,,,
Roxithromycin,CYP3A4,inhibitor,SuperCYP,human,,,,
Rufinamide,CYP2E1,inhibitor,DrugBank,Not Specified,DB06201,,,
Rufinamide,CYP3A4,inducer,DrugBank,Not Specified,DB06201,,,
Rufinamide,CYP3A, inducer,KEGG, Not Specified,,,, Weak
Rufinamide,CYP3A4,inducer,DrugBank,Not Specified,DB06201,,,
rufinamide,CYP3A4,inducer,SuperCYP,,,,,
rufinamide,CYP3A4,inducer,SuperCYP,,,,,
Rupatadine,CYP3A4,substrate,SuperCYP,human,,,,
Rupatadine,CYP3A4,substrate,SuperCYP,human,,,,
Rupatadine,CYP3A4,substrate,SuperCYP,human,,,,
Rupatadine,CYP3A4,substrate,SuperCYP,human,,,,
Rutin,CYP2C8,inhibitor,DrugBank,Not Specified,DB01698,,,
Rutin,CYP2C9,inhibitor,DrugBank,Not Specified,DB01698,,,
Rutin,CYP2D6,inhibitor,DrugBank,Not Specified,DB01698,,,
Rutin,CYP3A4,inhibitor,DrugBank,Not Specified,DB01698,,,
Rutin,CYP3A4,inhibitor,DrugBank,Not Specified,DB01698,,,
Rutoside,CYP2C8,inhibitor,SuperCYP,human,,,,
Rutoside,CYP2C9,inhibitor,SuperCYP,human,,,,
Rutoside,CYP2C9,inhibitor,SuperCYP,human,,,,
Rutoside,CYP2D6,inhibitor,SuperCYP,human,,,,
Rutoside,CYP3A4,inhibitor,SuperCYP,human,,,,
Rutoside,CYP3A4,inhibitor,SuperCYP,human,,,,
Ruxolitinib,CYP3A4,substrate,DrugBank,Not Specified,DB08877,,,
Ruxolitinib,CYP3A4,substrate,DrugBank,Not Specified,DB08877,,,
S-Adenosylmethionine,CYP2E1,inhibitor,DrugBank,Not Specified,DB00118,,,
S-mephenytoin,CYP2C19,substrate,Indiana University,Not Specified,,,,
S-metoprolol,CYP2D6,substrate,Indiana University,Not Specified,,,,
S-naproxen,CYP2C9,substrate,Indiana University,Not Specified,,,,
(S)-warfarin,CYP2C9,substrate,Indiana University,Not Specified,,,,
Sacubitril,SLCO1B1,inhibitor,Transporter,,,,,
Sacubitril,SLC01B1,inhibitor,Transporter,,,,,
Sacubitril,SLC01B3,inhibitor,Transporter,,,,,
Safinamide,ABCG2,substrate,Transporter,,,,,
Salbutamol,CYP3A4,inhibitor,DrugBank,Not Specified,DB01001,,,
Salbutamol,CYP3A4,inhibitor,DrugBank,Not Specified,DB01001,,,
Salbutamol,CYP3A4,inhibitor,SuperCYP,human,,,,
Salbutamol,CYP3A4,substrate,SuperCYP,human,,,,
Salbutamol,CYP3A4,inhibitor,SuperCYP,human,,,,
Salbutamol,CYP3A4,substrate,SuperCYP,human,,,,
Salicylamide,CYP1A1,inhibitor,SuperCYP,human,,,,
Salicylamide,CYP1A2,inhibitor,SuperCYP,human,,,,
Salicylamide,CYP1B1,inhibitor,SuperCYP,human,,,,
Salicylic acid,CYP2C9,substrate,DrugBank,Not Specified,DB00936,,,
Salicylic acid,SLC22A6,inhibitor,Transporter,,,,,
Salicylic acid,SLC22A8,inhibitor,Transporter,,,,,
Salicylic acid,CYP2E1,inducer,SuperCYP,,,,,
Salicyls?ure,CYP2E1,inducer,SuperCYP,,,,,
Salmeterol,CYP2C8,inhibitor,DrugBank,Not Specified,DB00938,,,
Salmeterol,CYP3A7,substrate,DrugBank,Not Specified,DB00938,,,
Salmeterol,CYP3A5,substrate,DrugBank,Not Specified,DB00938,,,
Salmeterol,CYP3A4,substrate,DrugBank,Not Specified,DB00938,,,
salmeterol,CYP3A4,substrate,Indiana University,Not Specified,,,,
salmeterol,CYP3A5,substrate,Indiana University,Not Specified,,,,
salmeterol,CYP3A7,substrate,Indiana University,Not Specified,,,,
Salmeterol,CYP3A5,substrate,KEGG, Not Specified,,,, 
Salmeterol,CYP3A7,substrate,KEGG, Not Specified,,,, 
salmeterol,CYP3A4,substrate,ildcare,Not Specified,,,,
Salmeterol,CYP3A4,substrate,DrugBank,Not Specified,DB00938,,,
salmeterol,CYP3A4,substrate,Indiana University,Not Specified,,,,
salmeterol,CYP3A4,substrate,ildcare,Not Specified,,,,
Salmeterol,CYP3A5,substrate,DrugBank,Not Specified,DB00938,,,
salmeterol,CYP3A5,substrate,Indiana University,Not Specified,,,,
Salmeterol,CYP3A5,substrate,KEGG, Not Specified,,,, 
Salmeterol,CYP3A7,substrate,DrugBank,Not Specified,DB00938,,,
salmeterol,CYP3A7,substrate,Indiana University,Not Specified,,,,
Salmeterol,CYP3A7,substrate,KEGG, Not Specified,,,, 
Salmeterol,CYP2C8,inhibitor,SuperCYP,human,,,,
Salmeterol,CYP3A4,substrate,SuperCYP,human,,,,
Salmeterol,CYP3A4,substrate,SuperCYP,human,,,,
Salmeterol,CYP3A5,substrate,SuperCYP,,,,,
Salmeterol,CYP3A7,substrate,SuperCYP,,,,,
Salmeterol,CYP3A4,substrate,SuperCYP,human,,,,
Salmeterol,CYP3A4,substrate,SuperCYP,human,,,,
Salmeterol,CYP3A5,substrate,SuperCYP,,,,,
Salmeterol,CYP3A7,substrate,SuperCYP,,,,,
Salmeterol,CYP3A5,substrate,KEGG, Not Specified,,,, 
Salmeterol,CYP3A7,substrate,KEGG, Not Specified,,,, 
Salmeterol,CYP3A5,substrate,KEGG, Not Specified,,,, 
Salmeterol,CYP3A7,substrate,KEGG, Not Specified,,,, 
Saquinavir,CYP2C8,inhibitor,DrugBank,Not Specified,DB01232,,,
Saquinavir,CYP2C9,inhibitor,DrugBank,Not Specified,DB01232,,,
Saquinavir,CYP2C19,inhibitor,DrugBank,Not Specified,DB01232,,,
Saquinavir,CYP2D6,"substrate,inhibitor",DrugBank,Not Specified,DB01232,,,
Saquinavir,CYP3A7,"substrate,inhibitor",DrugBank,Not Specified,DB01232,,,
Saquinavir,CYP3A5,"substrate,inhibitor",DrugBank,Not Specified,DB01232,,,
Saquinavir,CYP3A4,"substrate,inhibitor",DrugBank,Not Specified,DB01232,,,
saquinavir,CYP3A4,substrate,Indiana University,Not Specified,,,,
saquinavir,CYP3A5,substrate,Indiana University,Not Specified,,,,
saquinavir,CYP3A7,substrate,Indiana University,Not Specified,,,,
saquinavir,CYP3A4,inhibitor,Indiana University,Not Specified,,,,Strong
saquinavir,CYP3A5,inhibitor,Indiana University,Not Specified,,,,Strong
saquinavir,CYP3A7,inhibitor,Indiana University,Not Specified,,,,Strong
Saquinavir,CYP3A4,inhibitor,KEGG, Not Specified,,,, 
Saquinavir,CYP3A5,inhibitor,KEGG, Not Specified,,,, 
Saquinavir,CYP3A7,inhibitor,KEGG, Not Specified,,,, 
Saquinavir,CYP3A,inhibitor,KEGG, Not Specified,,,, Strong
Saquinavir,CYP3A5,substrate,KEGG, Not Specified,,,, 
Saquinavir,CYP3A7,substrate,KEGG, Not Specified,,,, 
Saquinavir,CYP3A,substrate,KEGG, Not Specified,,,, Sensitive
saquinavir,CYP3A4,substrate,ildcare,Not Specified,,,,
saquinavir,CYP3A4,inhibitor,ildcare,Not Specified,,,,
Saquinavir,CYP3A4,"substrate,inhibitor",DrugBank,Not Specified,DB01232,,,
saquinavir,CYP3A4,substrate,Indiana University,Not Specified,,,,
saquinavir,CYP3A4,inhibitor,Indiana University,Not Specified,,,,Strong
Saquinavir,CYP3A4,inhibitor,KEGG, Not Specified,,,, 
saquinavir,CYP3A4,substrate,ildcare,Not Specified,,,,
saquinavir,CYP3A4,inhibitor,ildcare,Not Specified,,,,
Saquinavir,CYP3A5,"substrate,inhibitor",DrugBank,Not Specified,DB01232,,,
saquinavir,CYP3A5,substrate,Indiana University,Not Specified,,,,
saquinavir,CYP3A5,inhibitor,Indiana University,Not Specified,,,,Strong
Saquinavir,CYP3A5,inhibitor,KEGG, Not Specified,,,, 
Saquinavir,CYP3A5,substrate,KEGG, Not Specified,,,, 
Saquinavir,CYP3A7,"substrate,inhibitor",DrugBank,Not Specified,DB01232,,,
saquinavir,CYP3A7,substrate,Indiana University,Not Specified,,,,
saquinavir,CYP3A7,inhibitor,Indiana University,Not Specified,,,,Strong
Saquinavir,CYP3A7,inhibitor,KEGG, Not Specified,,,, 
Saquinavir,CYP3A7,substrate,KEGG, Not Specified,,,, 
Saquinavir,SLCO1B1,inhibitor,Transporter,,,,,
Saquinavir,ABCG2,inhibitor,Transporter,,,,,
Saquinavir,SLC01B1,inhibitor,Transporter,,,,,
Saquinavir,CYP2C8,inhibitor,SuperCYP,human,,,,
Saquinavir,CYP2C9,inhibitor,SuperCYP,human,,,,
Saquinavir,CYP2C9,inhibitor,SuperCYP,human,,,,
Saquinavir,CYP2C19,inhibitor,SuperCYP,human,,,,
Saquinavir,CYP2C19,inhibitor,SuperCYP,human,,,,
Saquinavir,CYP2D6,inhibitor,SuperCYP,human,,,,
Saquinavir,CYP2D6,substrate,SuperCYP,human,,,,
Saquinavir,CYP2D6,substrate,SuperCYP,human,,,,
Saquinavir,CYP3A4,substrate,SuperCYP,human,,,,
Saquinavir,CYP3A4,inhibitor,SuperCYP,human,,,,
Saquinavir,CYP3A4,inhibitor,SuperCYP,human,,,,
Saquinavir,CYP3A4,substrate,SuperCYP,,,,,
Saquinavir,CYP3A5,inhibitor,SuperCYP,human,,,,
Saquinavir,CYP3A5,substrate,SuperCYP,,,,,
Saquinavir,CYP3A7,substrate,SuperCYP,,,,,
Saquinavir,CYP3A4,substrate,SuperCYP,human,,,,
Saquinavir,CYP3A4,inhibitor,SuperCYP,human,,,,
Saquinavir,CYP3A4,inhibitor,SuperCYP,human,,,,
Saquinavir,CYP3A4,substrate,SuperCYP,,,,,
Saquinavir,CYP3A5,inhibitor,SuperCYP,human,,,,
Saquinavir,CYP3A5,substrate,SuperCYP,,,,,
Saquinavir,CYP3A7,substrate,SuperCYP,,,,,
Saquinavir,CYP11A,substrate,SuperCYP,human,,,,
Saquinavir,CYP3A4,inhibitor,KEGG, Not Specified,,,, 
Saquinavir,CYP3A5,inhibitor,KEGG, Not Specified,,,, 
Saquinavir,CYP3A7,inhibitor,KEGG, Not Specified,,,, 
Saquinavir,CYP3A,inhibitor,KEGG, Not Specified,,,, Strong
Saquinavir,CYP3A5,substrate,KEGG, Not Specified,,,, 
Saquinavir,CYP3A7,substrate,KEGG, Not Specified,,,, 
Saquinavir,CYP3A,substrate,KEGG, Not Specified,,,, Sensitive
Saquinavir,CYP3A4,inhibitor,KEGG, Not Specified,,,, 
Saquinavir,CYP3A5,inhibitor,KEGG, Not Specified,,,, 
Saquinavir,CYP3A5,substrate,KEGG, Not Specified,,,, 
Saquinavir,CYP3A7,inhibitor,KEGG, Not Specified,,,, 
Saquinavir,CYP3A7,substrate,KEGG, Not Specified,,,, 
Sarpogrelate,CYP1A2,substrate,KEGG, Not Specified,,,, 
Sarpogrelate,CYP1A2,substrate,KEGG, Not Specified,,,, 
Sarpogrelate,CYP2C9,substrate,KEGG, Not Specified,,,, 
Sarpogrelate,CYP2C9,substrate,KEGG, Not Specified,,,, 
Sarpogrelate,CYP2C19,substrate,KEGG, Not Specified,,,, 
Sarpogrelate,CYP2C19,substrate,KEGG, Not Specified,,,, 
Sarpogrelate,CYP2D6,substrate,KEGG, Not Specified,,,, 
Sarpogrelate,CYP2D6,substrate,KEGG, Not Specified,,,, 
Sarpogrelate,CYP1A2,substrate,KEGG, Not Specified,,,, 
Sarpogrelate,CYP2C9,substrate,KEGG, Not Specified,,,, 
Sarpogrelate,CYP2C19,substrate,KEGG, Not Specified,,,, 
Sarpogrelate,CYP2D6,substrate,KEGG, Not Specified,,,, 
Saxagliptin,CYP3A5,substrate,DrugBank,Not Specified,DB06335,,,
Saxagliptin,CYP3A4,substrate,DrugBank,Not Specified,DB06335,,,
Saxagliptin,CYP3A4,substrate,DrugBank,Not Specified,DB06335,,,
Saxagliptin,CYP3A5,substrate,DrugBank,Not Specified,DB06335,,,
Saxagliptin,SLC22A8,substrate,Transporter,,,,,
saxagliptin,CYP3A4,substrate,SuperCYP,,,,,
saxagliptin,CYP3A4,substrate,SuperCYP,,,,,
Secobarbital,CYP1A2,inducer,DrugBank,Not Specified,DB00418,,,
Secobarbital,CYP2C8,inducer,DrugBank,Not Specified,DB00418,,,
Secobarbital,CYP2C9,inducer,DrugBank,Not Specified,DB00418,,,
secobarbital,CYP2C9,inducer,Indiana University,Not Specified,,,,
Secobarbital,CYP2C9, inducer,KEGG, Not Specified,,,, 
Secobarbital,CYP1A2,inducer,SuperCYP,mouse,,,,
Secobarbital,CYP2C8,inducer,SuperCYP,,,,,
Secobarbital,CYP2C9,inducer,SuperCYP,human,,,,
Secobarbital,CYP2C9,inducer,SuperCYP,,,,,
Secobarbital,CYP2C9,inducer,SuperCYP,human,,,,
Secobarbital,CYP2C9, inducer,KEGG, Not Specified,,,, 
Selegiline,CYP1A2,"substrate,inhibitor",DrugBank,Not Specified,DB01037,,,
Selegiline,CYP2A6,substrate,DrugBank,Not Specified,DB01037,,,
Selegiline,CYP2B6,substrate,DrugBank,Not Specified,DB01037,,,
selegiline,CYP2B6,substrate,Indiana University,Not Specified,,,,
Selegiline,CYP2C8,substrate,DrugBank,Not Specified,DB01037,,,
Selegiline,CYP2C9,"substrate,inhibitor",DrugBank,Not Specified,DB01037,,,
Selegiline,CYP2C19,substrate,DrugBank,Not Specified,DB01037,,,
Selegiline,CYP2D6,inhibitor,DrugBank,Not Specified,DB01037,,,
Selegiline,CYP2D6,substrate,KEGG, Not Specified,,,, 
Selegiline,CYP2D6,substrate,KEGG, Not Specified,,,, 
Selegiline,CYP2E1,inhibitor,DrugBank,Not Specified,DB01037,,,
Selegiline,CYP3A4,substrate,DrugBank,Not Specified,DB01037,,,
Selegiline,CYP3A4,substrate,DrugBank,Not Specified,DB01037,,,
Selegiline,CYP1A2,inhibitor,SuperCYP,human,,,,
Selegiline,CYP1A2,substrate,SuperCYP,human,,,,
Selegiline,CYP1A2,substrate,SuperCYP,human,,,,
Selegiline,CYP2A6,substrate,SuperCYP,human,,,,
Selegiline,CYP2B6,substrate,SuperCYP,human,,,,
Selegiline,CYP2B6,substrate,SuperCYP,human,,,,
Selegiline,CYP2C8,substrate,SuperCYP,human,,,,
Selegiline,CYP2C8,substrate,SuperCYP,human,,,,
Selegiline,CYP2C9,inhibitor,SuperCYP,human,,,,
Selegiline,CYP2C9,substrate,SuperCYP,human,,,,
Selegiline,CYP2C9,substrate,SuperCYP,human,,,,
Selegiline,CYP2C19,substrate,SuperCYP,human,,,,
Selegiline,CYP2C19,substrate,SuperCYP,human,,,,
Selegiline,CYP2D6,inhibitor,SuperCYP,human,,,,
Selegiline,CYP2D6,substrate,SuperCYP,human,,,,
Selegiline,CYP2D6,substrate,SuperCYP,,,,,
Selegiline,CYP2E1,inhibitor,SuperCYP,human,,,,
Selegiline,CYP2E1,inhibitor,SuperCYP,human,,,,
Selegiline,CYP3A4,substrate,SuperCYP,,,,,
Selegiline,CYP3A4,substrate,SuperCYP,human,,,,
Selegiline,CYP3A4,substrate,SuperCYP,,,,,
Selegiline,CYP3A4,substrate,SuperCYP,human,,,,
Selexipag,SLCO1B1,substrate,Transporter,,,,,
Selexipag,SLC01B1,substrate,Transporter,,,,,
Selexipag,SLC01B3,substrate,Transporter,,,,,
Seproxetine,CYP3A7,inhibitor,DrugBank,Not Specified,DB06731,,,
Seproxetine,CYP3A5,inhibitor,DrugBank,Not Specified,DB06731,,,
Seproxetine,CYP3A5,inhibitor,DrugBank,Not Specified,DB06731,,,
Seproxetine,CYP3A7,inhibitor,DrugBank,Not Specified,DB06731,,,
Seratrodast,CYP2A6,inhibitor,SuperCYP,human,,,,
Seratrodast,CYP2C8,substrate,SuperCYP,human,,,,
Seratrodast,CYP2C9,inhibitor,SuperCYP,human,,,,
Seratrodast,CYP2C9,substrate,SuperCYP,human,,,,
Seratrodast,CYP2C9,inducer,SuperCYP,human,,,,
Seratrodast,CYP2C19,inhibitor,SuperCYP,human,,,,
